REGION,DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),6,577.0,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),7,576.0,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),8,578.0,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),9,577.0,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),10,575.0,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),11,576.0,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,1,442.0,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,2,445.0,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,3,446.0,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,4,443.0,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,5,443.0,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,6,436.0,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,7,439.0,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,8,449.0,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,9,450.0,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,10,440.0,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,11,439.0,CLASSE CM 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,12,447.0,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,1,381.0,GRANDE SALLE
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,2,381.0,SALLE DES ARCHIVES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,3,385.0,SALLE DE SECTION MARIAGES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,4,384.0,SALLE DU DISPENSAIRE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,1,590.0,CLASSE CM2A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,2,592.0,CLASSE CM2B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,3,586.0,CLASSE CM1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,4,589.0,CLASSE CM1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,5,584.0,CLASSE CIB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,6,589.0,CLASSE CIA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,7,585.0,CLASSE CPA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,8,587.0,CLASSE CPB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,9,590.0,CLASSE CE1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,10,588.0,CLASSE CE1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,11,585.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,12,585.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,13,588.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,14,587.0,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,15,590.0,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,16,590.0,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,17,592.0,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),1,600.0,CLASSE CE2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),2,600.0,CLASSE CE1A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),3,600.0,CLASSE CE1B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),4,600.0,CLASSE CE2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),5,600.0,CLASSE CE2A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),6,600.0,CLASSE CE2B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),7,600.0,CLASSE CE1A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),8,600.0,CLASSE CE1B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),9,600.0,CLASSE CPA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),10,601.0,CLASSE CPB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),11,600.0,CLASSE CIA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),12,600.0,CLASSE CIB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),13,600.0,CLASSE CM2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),14,600.0,CLASSE CM2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),15,600.0,CLASSE CPA SEYDINA I. LAYE  A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),16,599.0,CLASSE CPB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),17,600.0,CLASSE CIA SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),18,600.0,CLASSE CIB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),19,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),20,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),21,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),22,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),23,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),24,600.0,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),25,600.0,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),26,600.0,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),27,134.0,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),1,597.0,CLASSE CM2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),2,596.0,CLASSE CM1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),3,600.0,CLASSE CM1 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),4,593.0,CLASSE CM1 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),5,596.0,CLASSE CE2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),6,593.0,CLASSE CE2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),7,593.0,CLASSE CE2 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),8,595.0,CLASSE CE1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),9,596.0,CLASSE CP B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),10,596.0,CLASSE CP A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),11,594.0,CLASSE CI B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),12,599.0,CLASSE CI A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),13,595.0,CLASSE CM2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),14,596.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),15,598.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),16,599.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),17,598.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,1,498.0,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,2,498.0,CLASSE CP B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,3,501.0,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,4,501.0,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,5,501.0,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,6,494.0,CLASSE CE2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,7,504.0,CLASSE CM1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,8,503.0,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,9,495.0,CLASSE CM1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,10,500.0,CLASSE CE1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,11,498.0,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,12,501.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,1,588.0,CLASSE CE1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,2,590.0,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,3,591.0,CLASSE CPB COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,4,590.0,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,5,600.0,CLASSE CI B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,6,594.0,CLASSE CI A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,7,593.0,CLASSE CE2  B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,8,594.0,CLASSE CM1A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,9,591.0,CLASSE CM1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,10,600.0,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,11,597.0,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,12,598.0,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,13,588.0,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,14,590.0,CLASSE CM1 A COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,15,596.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,16,588.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,17,594.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,18,595.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,19,552.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,20,563.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,21,557.0,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,22,470.0,SALLE DE CLASSE CM 1 A
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,1,540.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,2,536.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,3,536.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,4,538.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,5,461.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,6,475.0,ETSHOS IMED
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,1,281.0,SALLE AUIDITORIUM
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,2,277.0,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,3,279.0,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,1,576.0,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,2,576.0,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,3,576.0,SALLE 3
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,4,575.0,SALLE 4
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,5,576.0,SALLE 2 NOUVEAU BATIMENT
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,6,577.0,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,7,577.0,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,8,576.0,SALLE 5 A
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,9,246.0,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,1,382.0,CLASSE CM 1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,2,376.0,CLASSE CM1 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),1,592.0,CLASSE CIA
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),2,592.0,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),3,592.0,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),4,595.0,CLASSE CE2 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),5,593.0,CLASSE CE2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,1,287.0,DODJI
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,2,291.0,CLASSE CM2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,3,289.0,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,4,286.0,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,1,547.0,CLASSE CI A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,2,546.0,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,3,546.0,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,4,546.0,CLASSE CP B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,5,546.0,CLASSE CE1 A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,6,531.0,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,7,464.0,SALLE DE CLASSE
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),1,572.0,SALLE PETITE SECTION
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),2,569.0,CLASSE C I
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),3,568.0,CLASSE CP
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),4,567.0,SALLE CM2
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,1,494.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,2,490.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,3,496.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,4,490.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,5,485.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,6,490.0,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),1,590.0,CLASSE CM2 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),2,589.0,CLASSE CM1 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),3,591.0,CLASSE CE1 C
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),4,590.0,CLASSE CE2 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),5,590.0,CLASSE CE1 A
